Ticker,PE_Ratio,PB_Ratio,ROE,Debt_to_Equity,EPS,Market_Cap,Dividend_Yield,Beta,Current_Price,Target_Price,Profit_Margin,Operating_Margin,Quick_Ratio,Revenue_Growth,Upside_Potential,Score
NI,21.289635,1.9526312,0.08756,131.811,1.64,16297589760.0,0.0305,0.506,34.915,37.78,0.14631,0.19688,0.207,0.048,8.205642274094238,4
F,11.982955,0.9457399,0.0799,359.359,0.88,41908887552.0,0.0579,1.631,10.545,11.95,0.01931,0.02678,0.942,0.055,13.323850165955431,4
AVY,24.781511,6.9364915,0.30241,131.956,8.33,16585907200.0,0.0171,0.894,206.43,236.09,0.077649996,0.12810001,0.535,0.041,14.36806665697814,4
MCD,26.03819,,,,11.39,212745994240.0,0.0242,0.726,296.575,323.6,0.3179,0.46974,,0.027,9.112366180561416,4
TRGP,37.46947,15.809201,0.29883,313.789,4.75,38991855616.0,0.0177,2.249,177.98,172.28,0.06724,0.17608,0.479,0.047,-3.2026070344982505,4
RVTY,60.197117,1.9445566,0.03308,41.849,2.08,15443025920.0,0.0022,1.047,125.21,140.51,0.093439996,0.15167,2.663,0.02,12.219471288235773,4
INVH,44.340275,1.9722617,0.04369,90.848,0.72,19557445632.0,0.0352,1.002,31.925,38.26,0.17238002,0.26127002,1.089,0.058,19.843382928739217,4
SRE,17.40171,1.8029267,0.1042,93.667,4.68,51563409408.0,0.0307,0.759,81.44,90.64,0.22381,0.17934,0.247,-0.097,11.296660117878199,4
GEHC,23.99726,4.8113155,0.21853,126.093,3.65,40017502208.0,0.0014,,87.59,96.73,0.08564,0.16059999,0.883,0.009,10.434981162233136,4
IQV,27.928383,5.539815,0.22001,200.258,7.61,38575104000.0,,1.494,212.535,253.56,0.09174,0.14836,0.71,0.043,19.3027030841979,4
LW,18.536383,6.130347,0.37015,221.158,4.26,11260250112.0,0.0186,0.748,78.965,78.01,0.09573,0.12823,0.486,-0.007,-1.2093965680997854,4
MTD,38.01874,,,,36.28,29268066304.0,,1.14,1379.32,1403.65,0.20952,0.28281,0.551,-0.036,1.7639126526114435,4
DTE,16.620596,2.1914139,0.13638,213.847,7.38,25403009024.0,0.0335,0.678,122.66,136.77,0.12332,0.17791,0.538,0.006,11.503342572965924,4
XOM,14.744084,1.9373128,0.14513999,15.394,8.03,520356659200.0,0.0334,0.877,118.395,130.14,0.09786,0.13274,0.978,-0.015,9.920182440136816,4
CRM,51.62261,4.934009,0.09734,21.148,5.75,283769470976.0,0.0054,1.3,296.83,317.8,0.15445,0.20181999,0.858,0.084,7.064649799548572,4
DPZ,26.406769,,,,16.25,14818026496.0,0.0139999995,0.859,429.11,476.62,0.122609995,0.18064,0.916,0.031,11.071753163524512,4
NEE,23.206232,3.2131557,0.09887999,139.015,3.37,160820772864.0,0.026300002,0.552,78.205,88.92,0.26492,0.35562,0.258,0.055,13.70117000191804,4
MHK,15.76806,1.1230485,0.07457,32.986,8.86,8818361344.0,,1.376,139.705,156.94,0.052160002,0.08525,0.89,-0.017,12.336709495007314,4
AEE,19.63657,2.0113294,0.10446999,152.297,4.43,23210409984.0,0.0312,0.46,86.99,89.22,0.16841999,0.26909,0.304,-0.042,2.5635130474767287,4
AME,31.664637,4.402127,0.14886,26.778,5.74,42041384960.0,0.0062,1.172,181.755,193.94,0.19271,0.25642002,0.771,0.053,6.704079667684515,4
AZO,20.517282,,,,149.58,51878875136.0,,0.707,3068.975,3351.92,0.14399,0.20896,0.101,0.09,9.219527692470608,4
SYY,19.568123,16.93814,0.88346,599.732,3.89,37392121856.0,0.0271,1.197,76.12,84.66,0.024360001,0.04262,0.695,0.044,11.219127693116127,4
CTLT,,2.9391823,-0.25393,138.402,-5.76,10622990336.0,,1.155,58.525,60.75,-0.23807,0.09147,1.741,0.233,3.8017941050833004,4
AVB,37.91729,2.7060845,0.07143,72.611,5.9,31815649280.0,0.0311,0.985,223.712,235.56,0.29413,0.33433,0.542,0.05,5.296094979259047,4
BBY,15.991364,6.407169,0.4241,131.896,5.79,19881385984.0,0.0405,1.48,92.59,104.24,0.02962,0.04048,0.291,-0.031,12.582352305864553,4
FI,39.140926,4.1644416,0.10618,89.406,5.18,115348324352.0,,0.933,202.75,217.4,0.15222,0.30719,0.215,0.07,7.225647348951925,4
CPT,36.97152,2.8521557,0.07229,71.778,3.16,12463541248.0,0.0355,0.915,116.83,127.1,0.2216,0.18878001,0.066,-0.005,8.79055037233587,4
D,21.511068,1.8702277,0.085030004,156.776,2.71,48968380416.0,0.0463,0.603,58.295,59.58,0.16946,0.35981,0.381,0.034,2.2043056865940436,4
NWSA,60.608692,1.954023,0.03943,45.001,0.46,16217767936.0,0.0073,1.354,27.88,34.01,0.02638,0.06286,1.16,0.059,21.98708751793399,4
HPQ,12.754386,,,,2.85,35019878400.0,0.0306,1.081,36.35,35.3,0.053319998,0.07486,0.369,0.024,-2.8885832187070304,4
KR,15.019634,4.650267,0.24285999,229.201,3.82,41510010880.0,0.0227,0.463,57.375,59.28,0.018609999,0.01993,0.306,-0.006,3.3202614379084894,4
ESS,33.692757,3.4111176,0.10176,113.371,8.56,19208077312.0,0.0349,0.894,288.41,300.09,0.31354,0.30375,0.2,0.076,4.049790229187589,4
STE,40.284954,3.5388227,0.08967,39.003,5.65,22446147584.0,0.0101,0.838,227.61,251.59,0.07643,0.16871001,1.308,0.081,10.535565221211707,4
NUE,13.874039,1.6665511,0.13221,32.19,10.4,34245498880.0,0.0150999995,1.561,144.29,162.22,0.080520004,0.06895,1.497,-0.152,12.426363573359222,4
PLD,34.35988,1.9870918,0.05662,57.079,3.31,105334988800.0,0.0337,1.081,113.7312,134.1,0.37427,0.40980998,0.417,0.068,17.90959736642188,4
ETR,17.573513,2.062813,0.11951,188.807,8.23,31009830912.0,0.0337,0.727,144.63,145.29,0.1481,0.33657002,0.525,-0.057,0.45633685957269243,4
PNC,15.934066,1.5132782,0.099020004,,11.83,74793598976.0,0.0344,1.127,188.5,199.62,0.25107,0.35884,,0.017,5.89920424403183,4
SCHW,27.871094,3.7530904,,141.56,2.56,130523406336.0,0.014099999,0.963,71.35,75.72,0.27471,0.38416,,0.052,6.12473721093203,4
COST,53.57876,16.654161,0.30267,42.118,16.57,393361063936.0,0.0052,0.787,887.8,937.05,0.02895,0.03817,0.391,0.01,5.547420590223018,4
SO,20.62471,2.9114842,0.12713,176.35,4.29,96945766400.0,0.0327,0.51,88.48,93.09,0.17867,0.34644002,0.447,0.042,5.210216998191686,4
TJX,27.492718,16.41832,0.66199,162.567,4.12,127753822208.0,0.013300001,0.888,113.27,128.31,0.08563,0.105579995,0.554,0.056,13.278008298755184,4
TSCO,26.780155,12.890387,0.5058,233.038,10.28,29696333824.0,0.0163,0.802,275.3,288.21,0.07534,0.09359,0.086,0.016,4.689429713040316,4
WMT,43.533855,7.9551725,0.18531999,69.566,1.92,671877103616.0,0.0101,0.516,83.585,86.02,0.02339,0.04689,0.183,0.048,2.913202129568715,4
TGT,15.592554,4.8235707,0.33968,132.802,9.67,69460574208.0,0.0299,1.238,150.78,176.13,0.04182,0.06644,0.175,0.027,16.812574612017507,4
NOC,31.410713,5.043453,0.15484,122.722,16.24,74320478208.0,0.0162,0.337,510.11,558.67,0.05795,0.12885,0.905,0.023,9.519515398639488,4
PEG,20.527094,2.6228166,,136.261,4.06,41516818432.0,0.0293,0.627,83.34,90.44,0.19482,0.24943,,0.076,8.519318454523628,4
CMI,25.327488,5.0770545,0.1894,76.466,13.97,48491012096.0,0.0224,0.976,353.825,335.82,0.05689,0.1096,0.699,0.018,-5.088673779410724,4
DRI,18.539215,8.847636,0.48619,326.282,8.67,18886363136.0,0.0353,1.304,160.735,183.23,0.091120005,0.098009996,0.108,0.01,13.995085077923264,4
BLDR,15.8899555,4.8789663,0.32498002,101.118,11.35,21002594304.0,,2.067,180.351,206.87,0.08249,0.109840006,1.079,-0.016,14.704104773469506,4
CBRE,43.236248,4.6233177,0.11434,73.116,3.09,40884002816.0,,1.402,133.6,136.38,0.02792,0.043270003,0.889,0.148,2.0808383233532846,4
CRL,22.24402,2.5781944,0.12603,75.301,8.36,9601245184.0,,1.364,185.96,207.42,0.10827,0.16597,0.994,-0.032,11.540116154011603,4
QRVO,,1.9895071,-0.03908,57.517,-1.45,6774728704.0,,1.451,71.67,97.34,-0.03577,0.10182,1.267,-0.052,35.816938747035024,4
EQR,30.109707,2.4980748,0.08361,76.033,2.37,27908397056.0,0.0385,0.909,71.36,78.62,0.3157,0.29834,0.027,0.034,10.173766816143504,4
OTIS,25.001244,,,,4.02,40147824640.0,0.015700001,0.932,100.505,99.93,0.11481,0.16798,0.643,0.007,-0.5721108402566899,4
MAA,34.666664,3.0242655,0.08611,79.953,4.44,18463627264.0,0.038599998,0.871,153.92,163.3,0.23878999,0.29549,0.042,0.017,6.09407484407487,4
CMS,19.69,2.6108122,0.11501,187.096,3.5,20590768128.0,0.0301,0.405,68.915,73.18,0.14005,0.23465,0.555,0.042,6.188783283755361,4
CRWD,443.73914,26.306383,0.07334,27.398,0.69,75052679168.0,,1.098,306.18,325.49,0.0484,0.01417,1.723,0.317,6.30674766477235,4
DUK,19.436644,1.8353653,0.092130005,164.103,5.84,87652646912.0,0.037100002,0.456,113.51,123.95,0.14515,0.24317,0.327,0.09,9.197427539423831,4
CHD,46.567265,6.0650043,0.13338,57.536,2.23,25441818624.0,0.011,0.54,103.845,108.21,0.09083,0.17582001,1.049,0.038,4.203380037555959,4
UNH,36.88759,5.2858963,0.15252,74.683,15.39,524224397312.0,0.0150999995,0.593,567.7,622.6,0.03635,0.08637,0.563,0.092,9.670600669367623,4
CNP,19.68,1.8261676,0.09573,188.828,1.5,19238981632.0,0.028900001,0.917,29.52,30.89,0.11246,0.22575001,0.492,-0.002,4.640921409214105,4
BDX,47.516033,2.649336,0.05633,74.698,4.99,68533297152.0,0.0162,0.447,237.105,278.61,0.07126,0.1513,1.197,0.023,17.504902891124186,4
DHR,47.360115,3.5270724,0.07586,36.69,5.29,180955168768.0,0.0044,0.862,250.535,288.34,0.16393,0.20335,0.916,0.031,15.089708024826853,4
CTVA,49.115078,1.704774,0.03415,18.583,1.26,42839703552.0,0.0111,0.774,61.885,63.85,0.05313,0.25736,1.073,0.011,3.175244404944655,4
VRTX,,8.23947,-0.029849999,10.894,-1.99,128990347264.0,,,499.765,512.44,-0.045149997,0.40824002,2.083,0.116,2.53619201024482,4
PTC,77.10569,7.553361,0.10524999,66.058,2.46,22787205120.0,,1.175,189.68,201.46,0.13316,0.18514,0.588,-0.044,6.21045972163643,4
POOL,31.082287,9.643234,0.31463,86.515,11.67,13803882496.0,0.013300001,1.003,362.7303,381.98,0.084189996,0.12307999,0.714,-0.028,5.306890546502463,4
WAB,32.119167,3.2601671,0.103690006,34.175,6.0,33125781504.0,0.0042,1.275,192.715,202.78,0.10252,0.16523,0.595,0.044,5.222738240406821,4
PPG,19.725832,3.7078853,0.19149,91.282,6.31,29038852096.0,0.021300001,1.25,124.47,147.88,0.08242,0.13311,0.998,-0.015,18.807744838113607,4
PSX,15.569605,1.7529154,0.11121,67.143,7.83,50347491328.0,0.038,1.318,121.91,146.65,0.0228,0.00183,0.759,-0.104,20.29365925682882,4
PFE,37.159866,1.8008465,,79.407,0.75,157938450432.0,0.060500003,0.617,27.8699,33.15,0.071609996,0.31603,,0.338,18.94552904746698,4
VRSN,20.901985,,,,8.57,17214394368.0,,0.904,179.13,202.04,0.55686,0.68945,0.433,0.038,12.78959414950036,4
ABT,35.799393,5.133368,0.14840001,37.589,3.29,204284706816.0,0.0187,0.722,117.78,130.01,0.13992,0.18749,0.996,0.049,10.383766344031242,4
WEC,23.398531,2.5058258,0.105220005,155.836,4.09,30275076096.0,0.0352,0.437,95.7,98.49,0.15143,0.2132,0.374,-0.048,2.915360501567399,4
XEL,19.553411,1.954877,0.10262,154.33,3.37,37839675392.0,0.033299997,0.4,65.895,70.71,0.13667,0.25165,0.64,-0.005,7.307079444570896,4
ZBRA,51.47075,5.699757,0.11873999,69.307,7.35,19513229312.0,,1.658,378.31,407.41,0.082040004,0.15618,0.887,0.313,7.692104358859142,4
AMCR,19.292454,3.7688906,0.1958,196.619,0.53,14778602496.0,0.05,0.86,10.225,10.79,0.056750003,0.105579995,0.591,-0.026,5.525672371638146,3
ABBV,70.19861,52.493484,,1039.994,2.87,356025696256.0,0.0327,0.618,201.47,209.55,0.09222999,0.3397,,0.038,4.010522658460314,3
PPL,29.23874,1.6991258,0.05864,117.528,1.11,23950817280.0,0.0321,0.837,32.455,35.22,0.09949,0.22167999,0.807,0.011,8.519488522569718,3
SBUX,29.329306,,,,3.31,110040186880.0,0.0251,0.961,97.08,100.07,0.10396,0.13262999,0.524,-0.032,3.0799340749896986,3
MAR,27.294025,,,,9.54,73304367104.0,0.0098,1.592,260.385,255.05,0.42131,0.58852,,0.066,-2.0488891449200186,3
MRNA,,1.7291803,-0.40941003,10.835,-15.35,20273045504.0,,1.661,52.74,91.2,-1.16178,-5.6556,3.771,-0.299,72.92377701934016,3
DGX,20.731184,2.537051,0.13224,100.708,7.44,17215498240.0,0.0194,0.888,154.24,168.85,0.08816,0.14187999,1.023,0.084,9.472251037344392,3
SBAC,35.976337,,,,6.34,24524920832.0,0.0171,,228.09,261.2,0.25759,0.58159,0.482,-0.022,14.51619974571441,3
IP,49.11966,2.3137002,0.04797,69.707,1.17,19965538304.0,0.0327,1.01,57.47,55.55,0.02253,0.05356,1.021,0.016,-3.3408734992169897,3
LH,43.56926,2.3522482,0.05432,95.001,5.27,19204419584.0,0.0127,1.038,229.61,263.2,0.03426,0.08291,1.097,0.074,14.629153782500758,3
KEY,inf,1.1862006,0.0096700005,,,17024735232.0,0.0481,1.237,17.175,18.24,0.0305,-0.86904997,,-0.602,6.200873362445392,3
J,27.819881,2.6538908,0.093260005,47.856,5.08,17559347200.0,0.0083,0.714,141.325,155.04,0.03717,0.07455,1.108,0.011,9.704581638068287,3
INTC,,1.0061041,-0.15597,47.906,-3.74,100234117120.0,0.0224,1.023,23.24,25.16,-0.29423,-0.25858,0.833,-0.062,8.261617900172125,3
MDLZ,24.44681,3.3096497,0.13552,73.232,2.82,92185886720.0,0.0275,0.549,68.94,80.69,0.10556,0.11147001,0.295,0.019,17.043806208297063,3
MOS,37.333332,0.7662206,0.02269,37.417,0.75,8921864192.0,0.0297,1.359,28.0,33.1,0.020079998,0.08283,0.469,-0.17,18.214285714285715,3
BALL,24.856249,2.6783547,0.14048,90.836,2.4,17802602496.0,0.0135,0.881,59.655,70.99,0.30424,0.11843,0.801,-0.009,19.000921967982553,3
CZR,,1.9682363,-0.063769996,599.43,-1.68,8242099200.0,,2.965,38.79,53.56,-0.03203,0.22408001,0.561,-0.04,38.07682392369167,3
TECH,80.936844,5.6997776,0.07287,18.653,0.95,12198290432.0,0.0042,1.272,76.89,85.4,0.12864,0.13879,2.893,0.045,11.067759136428679,3
T,17.91073,1.544245,0.08759,125.151,1.23,158073061376.0,0.0506,0.737,22.0302,22.92,0.07419,0.23618999,0.42,-0.005,4.039001007707599,3
VZ,17.80303,1.7972642,0.10431,182.615,2.31,173121028096.0,0.066,0.411,41.125,46.48,0.07298,0.24269,0.51,,13.02127659574468,3
ALB,,1.2940199,-0.04103,31.868,-4.72,11630478336.0,0.0161,1.545,98.955,109.85,-0.06716,-0.13694,1.546,-0.397,11.010055075539382,3
TSN,,1.159941,0.00081,60.548,-0.06,20967282688.0,0.0336,0.773,58.925,62.19,-0.00013,0.0334,0.856,0.016,5.540941875265171,3
VTR,,2.7628129,-0.00543,136.679,-0.14,26968719360.0,0.027999999,1.389,64.31,67.76,-0.01386,0.15880999,1.095,0.08,5.364640024879486,3
EFX,59.731113,6.784029,0.11927,108.422,4.5,33317058560.0,0.0058999998,1.58,268.79,321.11,0.100659996,0.17138,0.79,0.093,19.46500985899773,3
EXPE,29.833935,24.320189,0.25459,308.137,5.54,21515984896.0,,1.795,165.28,154.44,0.06092,0.13772,0.59,0.06,-6.558567279767669,3
FE,26.942583,1.9366972,0.083050005,173.13,1.55,24067575808.0,0.040900003,0.489,41.761,47.23,0.06729,0.20488001,0.406,0.069,13.095950767462462,3
DLTR,,1.9364331,-0.12983,146.319,-4.81,14290518016.0,,0.864,66.47,82.7,-0.0344,0.027520001,0.095,0.007,24.417030239205673,3
FIS,89.39175,2.852115,0.03034,65.898,0.97,47306027008.0,0.0161,1.086,86.71,90.18,0.14146,0.19143999,0.661,0.033,4.00184523123055,3
EL,117.60715,4.650473,0.03857,196.892,0.56,23642290176.0,0.0211,1.002,65.86,79.65,0.01314,0.038680002,0.789,-0.045,20.938354084421505,3
HAS,,7.225835,-0.36224997,305.016,-4.64,9301925888.0,0.0424,0.599,66.68,78.94,-0.14833,0.23562,1.183,-0.148,18.386322735452886,3
HCA,16.383423,,11.954511,5711.069,22.26,92376145920.0,0.0073,1.677,364.695,411.41,0.085159995,0.13781999,0.866,0.079,12.809333826896463,3
BMY,,6.6479354,-0.3133,299.052,-3.58,113973575680.0,0.0433,0.46,56.195,53.36,-0.15301,0.18475,1.016,0.084,-5.044932823204917,3
WBA,,0.78873354,-0.75969005,277.898,-10.01,8244123136.0,0.1071,0.681,9.535,10.03,-0.05849,0.02349,0.332,0.06,5.191400104876753,3
DAY,225.64706,4.7363873,0.02194,48.404,0.34,12098744320.0,,1.293,76.72,78.0,0.03122,0.06205,0.175,0.166,1.6684045881126153,3
DLR,146.95901,2.8958845,0.01956,79.825,1.22,60619558912.0,0.0275,0.622,179.29,172.23,0.08209,0.10094,1.6,0.016,-3.9377544759886196,3
COO,58.849163,2.6464674,0.0465,36.711,1.79,20979091456.0,0.0002,0.982,105.34,113.94,0.09445,0.19195999,0.875,0.078,8.164040250617033,3
ES,,1.5094328,,193.364,-0.29,21874642944.0,0.045100003,,61.2075,74.57,-0.047259998,0.19992,,0.097,21.831474900951655,3
ENPH,191.14131,12.751995,0.06312,143.041,0.46,11879283712.0,,1.719,87.925,105.84,0.04912,0.1325,3.597,-0.309,20.375319874893382,3
EPAM,27.299,3.1977077,0.12299,4.885,6.99,10864413696.0,,1.449,190.82,221.91,0.088640004,0.10759,4.663,-0.02,16.292841421234684,3
ED,19.264076,1.5921491,0.08417,123.191,5.15,34341244928.0,0.0335,0.348,99.21,102.2,0.12038,0.10155,0.819,0.094,3.0138090918254257,3
CAH,21.882692,,,,5.2,27538317312.0,0.018099999,0.614,113.79,125.02,0.0057,0.01054,0.422,-0.043,9.86905703488883,2
BAX,,2.3995597,-0.02219,173.106,-0.3,18343450624.0,0.0324,0.593,35.955,40.84,0.16510001,0.09575,0.781,0.028,13.58642747879295,2
DOW,31.873335,1.8279488,0.05863,95.059,1.5,33471401984.0,0.0584,1.213,47.81,56.53,0.02464,0.04146,0.8,0.014,18.238862162727454,2
WTW,,4.147165,-0.08361,79.115,-7.21,31025555456.0,0.0116,0.744,308.0224,330.18,-0.07361,0.16600999,0.3,0.057,7.193502810185226,2
PARA,,0.44928232,-0.29097998,92.889,-8.74,7866288640.0,0.0184,1.771,11.1121,11.95,-0.17623,0.10729,0.984,-0.105,7.540428901827734,2
MCK,23.606934,,,,22.35,68419530752.0,0.0054,0.433,527.615,583.53,0.009430001,0.014520001,0.462,0.064,10.597689603214455,2
NWS,64.75,2.0875385,0.03943,45.001,0.46,16216978432.0,0.0068,1.354,29.785,,0.02638,0.06286,1.16,0.059,,2
AMTM,17.857143,,,2.891,1.68,7299060224.0,,,30.0,,0.045760002,0.062589996,2.033,-0.031,,2
UDR,112.52631,4.065025,0.02841,131.116,0.38,16063220736.0,0.0404,0.841,42.76,46.45,0.07606,0.16603,0.007,0.006,8.629560336763342,2
WY,43.520546,2.325939,0.052989997,51.335,0.73,23083511808.0,0.0252,1.422,31.77,37.0,0.07427,0.053540003,1.27,-0.169,16.4620711362921,2
DIS,36.96207,1.741071,0.0546,45.188,2.61,174958837760.0,0.0094,1.401,96.471,111.0,0.053049996,0.14913,0.531,0.037,15.060484497932025,2
HRL,21.652168,2.1581237,0.10005,36.305,1.43,16978776064.0,0.0368,0.246,30.9626,32.18,0.065170005,0.08943,0.984,-0.022,3.931840349324678,2
GILD,110.085365,6.1525354,0.05263,128.318,0.82,112385236992.0,0.0343,0.199,90.27,87.58,0.03791,0.38717,0.783,0.054,-2.9799490417635965,2
HSIC,25.594095,2.50977,0.07253,56.715,2.71,8788466688.0,,0.862,69.36,74.6,0.02819,0.056760002,0.666,0.012,7.554786620530551,2
TXT,18.140043,2.2123775,0.12597999,56.941,4.57,15378945024.0,0.001,1.229,82.9,98.17,0.06301,0.07937,0.649,0.025,18.419782870928824,2
LHX,39.470726,2.4888754,0.06258,67.726,6.32,47313633280.0,0.0188,0.731,249.455,276.7,0.05709,0.098450005,0.666,0.077,10.921809544807681,2
JCI,31.415964,3.1279283,0.1042,67.818,2.38,49947406336.0,0.0199,1.302,74.77,80.71,0.06019,0.13635999,0.592,0.014,7.944362712317776,2
LOW,22.1346,,,,12.11,152063148032.0,0.0174,1.093,268.05,271.52,0.08248,0.14615,0.239,-0.055,1.2945346017533943,2
JNPR,51.401314,2.784192,0.055760004,39.109,0.76,12933991424.0,0.0226,0.921,39.065,39.55,0.0497,0.08452,1.069,-0.048,1.2415205426852705,2
JBHT,33.59182,4.6569457,0.14192,47.555,5.5,18628847616.0,0.0095,1.152,184.755,189.62,0.046469998,0.07304,0.677,-0.03,2.6332169630050695,2
SOLV,31.175213,4.394578,0.14497,289.71,2.34,12599267328.0,,,72.95,67.13,0.12891,0.11725,0.861,0.002,-7.978067169294045,2
DD,111.94872,1.5622149,0.01391,32.558,0.78,36455665664.0,0.0186,1.326,87.32,96.3,0.055069998,0.14948,1.358,0.025,10.284012826385712,2
GNRC,37.580204,4.4542804,0.123780005,69.265,4.8,10732348416.0,,1.384,180.385,177.26,0.07169,0.14369,0.856,0.096,-1.7324056878343597,2
BKR,17.253363,2.3506231,0.14292,36.933,2.23,38072012800.0,0.022,1.366,38.475,44.03,0.082049996,0.13463001,0.749,0.04,14.437946718648465,2
DELL,24.493555,,,,5.43,93365469184.0,0.0137,0.959,133.0,146.49,0.04325,0.06673,0.404,0.091,10.142857142857142,2
CVX,16.804394,1.756409,,14.466,9.1,272656367616.0,0.0423,1.079,152.92,169.26,0.08696,0.10913,,-0.064,10.685325660476064,2
BA,,,,,-12.93,113564270592.0,,1.569,151.91,183.54,-0.10880999,-0.31418,0.238,-0.015,20.82153906918569,2
CAG,28.348042,1.5870795,0.05605,100.881,1.02,13800348672.0,0.048699997,0.311,28.915,31.36,0.041389998,0.14738,0.291,-0.038,8.455818779180358,2
PFG,,1.6728561,-0.01274,36.258,-0.74,18752100352.0,0.0358,1.194,81.985,87.55,-0.01465,-0.079629995,0.549,-0.345,6.78782704153198,1
SWK,,1.6735976,-0.02031,79.081,-1.24,14828264448.0,0.0347,1.239,96.185,108.95,-0.0133299995,0.074990004,0.34,-0.051,13.271300098768002,1
LUV,,1.7613343,-0.00447,87.36,-0.08,18336960512.0,0.0241,1.162,30.575,29.59,-0.0017499999,0.0027700001,0.783,0.053,-3.221586263287002,1
TTWO,,4.7685533,-0.50901,68.802,-22.31,28584275968.0,,0.856,163.075,180.96,-0.70334,-0.10118,0.622,0.042,10.967346313046168,1
GEV,74.38652,9.118056,,9.346,4.23,86735593472.0,,,314.655,303.78,0.03675,-0.00247,0.717,0.08,-3.45616627735138,1
IFF,,1.7831904,-0.14678,70.576,-9.22,25417617408.0,0.0162,1.234,99.42,105.75,-0.2082,0.08688,0.761,-0.014,6.366928183464093,1
KVUE,40.780704,4.3734713,0.10548,84.555,0.57,44518129664.0,0.0356,,23.245,23.83,0.07231,0.17875,0.548,-0.003,2.516670251667019,1
GLW,246.52632,3.4340174,0.019299999,72.739,0.19,40104828928.0,0.0238,1.039,46.84,53.92,0.01237,0.11236,0.776,0.069,15.115286080273261,1
KMX,27.710526,1.8528013,0.06853,314.637,2.66,11419448320.0,,1.683,73.71,80.25,0.01508,0.02696,0.349,-0.002,8.872608872608879,1
BRK.B,,,,,,,,,,,,,,,,0
BF.B,,,,,,,,,,,,,,,,0
